lang_name	keep_rows	remove_rows	total_rows	keep_tokens	remove_tokens	total_tokens	keep_disk	remove_disk	total_disk	source
lbb_Latn	114	20	134	106267	18643	124910	573.44KB	127.45KB	700.89KB	fineweb-2
apy_Latn	113	19	132	77454	13023	90477	645.16KB	113.39KB	758.56KB	fineweb-2
chr_Latn	113	16	129	83431	12104	95535	86.69KB	274.35KB	361.04KB	fineweb-2, mala
icr_Latn	113	22	135	36912	7186	44098	226.21KB	139.04KB	365.24KB	fineweb-2
aca_Latn	112	20	132	62777	11210	73987	648.04KB	89.10KB	737.14KB	fineweb-2
mqj_Latn	112	14	126	66243	8293	74536	502.33KB	156.44KB	658.77KB	fineweb-2, mala
kxm_Thai	111	18	129	18074	2930	21004	260.94KB	117.69KB	378.63KB	fineweb-2
vid_Latn	111	7	118	68049	4291	72340	520.97KB	56.32KB	577.28KB	fineweb-2
azg_Latn	110	12	122	109889	11987	121876	913.96KB	97.99KB	1011.95KB	fineweb-2
liv_Latn	110	15	125	46761	6376	53137	302.10KB	183.83KB	485.93KB	fineweb-2
ncl_Latn	110	13	123	87882	10386	98268	771.30KB	38.58KB	809.89KB	fineweb-2
pao_Latn	110	24	134	82160	17925	100085	564.15KB	173.33KB	737.48KB	fineweb-2
ctp_Latn	108	10	118	136266	12617	148883	911.09KB	74.69KB	985.78KB	fineweb-2
eve_Cyrl	108	22	130	47751	8288	56039	513.09KB	408.79KB	921.87KB	fineweb-2, mala
tgp_Latn	108	16	124	95058	14082	109140	590.86KB	93.22KB	684.07KB	fineweb-2
tif_Latn	108	9	117	164184	13682	177866	1.13MB	36.82KB	1.16MB	fineweb-2
usa_Latn	108	18	126	80286	13381	93667	883.82KB	145.25KB	1.00MB	fineweb-2
wsk_Latn	108	11	119	82748	8428	91176	549.33KB	45.99KB	595.32KB	fineweb-2
lad_Hebr	107	21	128	23880	4613	28493	206.32KB	69.67KB	275.98KB	fineweb-2, mala
kbm_Latn	106	14	120	144561	19092	163653	837.97KB	129.43KB	967.40KB	fineweb-2
kim_Cyrl	105	32	137	2459	749	3208	66.39KB	25.45KB	91.84KB	mala
kbc_Latn	104	9	113	72152	6244	78396	789.94KB	61.46KB	851.40KB	fineweb-2
kog_Latn	104	9	113	28259	2445	30704	284.21KB	74.69KB	358.91KB	fineweb-2
zos_Latn	104	8	112	62951	4842	67793	550.49KB	51.93KB	602.42KB	fineweb-2
gbm_Deva	104	15	119	74186	10700	84886	937.28KB	168.72KB	1.08MB	mala
abn_Latn	103	10	113	21350	2072	23422	229.83KB	34.41KB	264.24KB	fineweb-2
apb_Latn	103	17	120	110921	18307	129228	668.23KB	116.72KB	784.95KB	fineweb-2
mwp_Latn	103	13	116	89721	11324	101045	714.26KB	90.98KB	805.25KB	fineweb-2
okv_Latn	103	9	112	76563	6690	83253	481.82KB	39.29KB	521.11KB	fineweb-2
bsq_Latn	102	15	117	45746	6727	52473	386.71KB	85.70KB	472.41KB	fineweb-2
csw_Latn	102	16	118	39734	6185	45919	404.79KB	183.49KB	588.28KB	fineweb-2, mala
gdn_Latn	102	13	115	115989	14782	130771	777.23KB	99.44KB	876.67KB	fineweb-2
mih_Latn	102	12	114	54750	6441	61191	336.26KB	49.25KB	385.51KB	fineweb-2
qvc_Latn	102	12	114	67756	8319	76075	644.86KB	156.53KB	801.39KB	fineweb-2, mala
wbp_Latn	102	14	116	67363	9246	76609	801.87KB	95.37KB	897.24KB	fineweb-2
xsr_Deva	102	15	117	78264	11509	89773	1.33MB	164.64KB	1.49MB	fineweb-2
llg_Latn	101	10	111	106030	10544	116574	699.42KB	48.86KB	748.28KB	fineweb-2, mala
sgz_Latn	101	18	119	107020	19072	126092	687.01KB	67.68KB	754.69KB	fineweb-2
tgo_Latn	101	14	115	71823	9955	81778	540.97KB	81.15KB	622.12KB	fineweb-2
leh_Latn	100	12	112	16237	1948	18185	197.90KB	36.16KB	234.06KB	fineweb-2
roo_Latn	100	16	116	102935	16599	119534	747.23KB	109.02KB	856.26KB	fineweb-2, mala
tod_Latn	100	14	114	68888	9700	78588	494.66KB	70.30KB	564.96KB	fineweb-2, mala
zpm_Latn	100	15	115	142545	21381	163926	379.97KB	829.40KB	1.18MB	fineweb-2
eko_Latn	97	8	105	53450	4408	57858	481.00KB	33.02KB	514.02KB	fineweb-2
kyf_Latn	96	14	110	76621	11174	87795	510.27KB	92.50KB	602.77KB	fineweb-2
moh_Latn	96	17	113	56890	10074	66964	442.21KB	163.03KB	605.23KB	fineweb-2
nsu_Latn	96	16	112	97985	16330	114315	417.82KB	570.76KB	988.58KB	fineweb-2
gmv_Ethi	95	15	110	47661	7525	55186	572.21KB	87.06KB	659.27KB	fineweb-2
kck_Latn	95	26	121	21184	5797	26981	255.74KB	47.71KB	303.45KB	fineweb-2
pbb_Latn	95	8	103	32000	2694	34694	295.98KB	78.75KB	374.72KB	fineweb-2
xtd_Latn	95	11	106	63191	7316	70507	512.68KB	47.00KB	559.67KB	fineweb-2
mhx_Latn	94	15	109	216869	24308	241177	1.29MB	22.68KB	1.32MB	fineweb-2, mala
rng_Latn	94	9	103	70509	6750	77259	204.06KB	419.71KB	623.77KB	fineweb-2
dng_Cyrl	93	14	107	33373	5024	38397	428.48KB	53.74KB	482.22KB	fineweb-2
ino_Latn	93	15	108	91085	14820	105905	684.79KB	162.40KB	847.19KB	fineweb-2, mala
iou_Latn	93	10	103	79938	8595	88533	680.12KB	51.12KB	731.24KB	fineweb-2
ndh_Latn	93	10	103	48110	5173	53283	425.33KB	49.74KB	475.06KB	fineweb-2
cof_Latn	92	7	99	60153	4576	64729	495.45KB	71.94KB	567.39KB	fineweb-2
kje_Latn	92	7	99	79447	6044	85491	553.33KB	23.53KB	576.86KB	fineweb-2
omw_Latn	92	14	106	84932	12260	97192	675.14KB	90.43KB	765.58KB	fineweb-2, mala
cao_Latn	91	22	113	64703	15642	80345	505.83KB	73.44KB	579.28KB	fineweb-2
hot_Latn	91	12	103	68241	8998	77239	477.72KB	65.96KB	543.69KB	fineweb-2
tnk_Latn	91	15	106	83074	13693	96767	611.95KB	130.46KB	742.41KB	fineweb-2
cbr_Latn	90	15	105	66156	10329	76485	512.25KB	88.53KB	600.78KB	fineweb-2, mala
eri_Latn	90	28	118	45808	14251	60059	390.71KB	67.39KB	458.10KB	fineweb-2
naf_Latn	90	19	109	82340	17383	99723	614.50KB	172.33KB	786.83KB	fineweb-2
qxn_Latn	90	8	98	50315	4472	54787	553.07KB	51.31KB	604.39KB	fineweb-2
myx_Latn	89	14	103	26744	4239	30983	178.37KB	136.70KB	315.06KB	fineweb-2, mala
kmz_Latn	89	12	101	85364	11509	96873	373.62KB	277.85KB	651.48KB	mala
bvd_Latn	88	13	101	84175	12435	96610	486.05KB	59.50KB	545.55KB	fineweb-2
msk_Latn	88	8	96	71552	6504	78056	509.67KB	24.90KB	534.57KB	fineweb-2
mvp_Latn	88	21	109	67840	16189	84029	176.71KB	551.11KB	727.82KB	fineweb-2
nmf_Latn	88	11	99	48454	6056	54510	395.41KB	109.25KB	504.66KB	fineweb-2
tih_Latn	88	24	112	13651	3723	17374	146.52KB	81.85KB	228.37KB	fineweb-2
agt_Latn	87	18	105	43268	8952	52220	276.72KB	72.63KB	349.36KB	fineweb-2
lww_Latn	87	8	95	111490	10252	121742	683.36KB	60.29KB	743.65KB	fineweb-2
mnk_Latn	87	19	106	140247	30628	170875	772.21KB	230.27KB	1002.48KB	fineweb-2
mpm_Latn	87	16	103	98668	18146	116814	546.70KB	112.08KB	658.79KB	fineweb-2
clu_Latn	86	13	99	41465	6268	47733	307.03KB	44.93KB	351.96KB	fineweb-2
djr_Latn	86	6	92	160188	11175	171363	1.06MB	497.84KB	1.54MB	fineweb-2
wed_Latn	86	12	98	35123	4900	40023	269.87KB	43.28KB	313.15KB	fineweb-2
kbh_Latn	85	13	98	57497	8793	66290	606.08KB	89.12KB	695.20KB	fineweb-2
oke_Latn	85	21	106	17749	4385	22134	160.08KB	83.03KB	243.12KB	fineweb-2
ptp_Latn	85	7	92	96560	7952	104512	540.86KB	49.82KB	590.68KB	fineweb-2
amr_Latn	84	9	93	49509	5304	54813	571.92KB	68.71KB	640.63KB	fineweb-2
dak_Latn	84	33	117	273405	107409	380814	1.67MB	777.58KB	2.43MB	fineweb-2
nhk_Latn	83	21	104	13880	3512	17392	163.05KB	50.08KB	213.13KB	fineweb-2
nuy_Latn	83	9	92	47609	5162	52771	637.06KB	67.90KB	704.96KB	fineweb-2
huv_Latn	82	15	97	48487	8869	57356	393.16KB	82.53KB	475.69KB	fineweb-2
blw_Latn	81	18	99	64417	14315	78732	391.80KB	164.37KB	556.17KB	fineweb-2
nbq_Latn	81	15	96	83802	15519	99321	616.04KB	97.04KB	713.08KB	fineweb-2
ria_Latn	81	17	98	31485	6608	38093	182.16KB	111.02KB	293.18KB	fineweb-2
zar_Latn	81	17	98	66697	13998	80695	513.53KB	138.82KB	652.35KB	fineweb-2
bzd_Latn	80	12	92	59600	8940	68540	434.51KB	56.62KB	491.13KB	fineweb-2
cbi_Latn	80	7	87	73151	6400	79551	423.18KB	228.28KB	651.46KB	fineweb-2
cta_Latn	80	20	100	120700	30175	150875	819.37KB	248.72KB	1.04MB	fineweb-2
poi_Latn	80	12	92	45729	6859	52588	420.66KB	83.80KB	504.46KB	fineweb-2
ati_Latn	79	16	95	22155	4487	26642	178.51KB	55.03KB	233.55KB	fineweb-2
bps_Latn	79	12	91	53808	8173	61981	312.44KB	83.57KB	396.01KB	fineweb-2
gvn_Latn	79	8	87	35488	3593	39081	356.51KB	34.61KB	391.12KB	fineweb-2
cag_Latn	78	7	85	34677	3112	37789	294.22KB	32.24KB	326.46KB	fineweb-2
yva_Latn	78	17	95	35499	7737	43236	300.72KB	59.09KB	359.81KB	fineweb-2
ayp_Arab	77	12	89	179724	28009	207733	1.72MB	280.45KB	2.00MB	fineweb-2
kwf_Latn	77	15	92	82482	16068	98550	541.59KB	117.34KB	658.94KB	fineweb-2
lmk_Latn	77	16	93	100508	20884	121392	447.70KB	498.39KB	946.09KB	fineweb-2
sby_Latn	77	7	84	10543	958	11501	142.56KB	19.53KB	162.09KB	fineweb-2
bbb_Latn	76	16	92	70105	14758	84863	427.67KB	106.15KB	533.82KB	fineweb-2
cwe_Latn	76	13	89	46242	7909	54151	383.22KB	62.01KB	445.23KB	fineweb-2
gam_Latn	76	6	82	84589	6678	91267	473.90KB	45.68KB	519.59KB	fineweb-2
too_Latn	76	9	85	52562	6224	58786	519.34KB	79.24KB	598.58KB	fineweb-2
kdc_Latn	75	10	85	38667	5155	43822	319.07KB	49.27KB	368.34KB	fineweb-2
aoi_Latn	74	14	88	71415	13511	84926	887.48KB	166.91KB	1.03MB	fineweb-2
cri_Latn	74	28	102	17834	6748	24582	126.35KB	109.63KB	235.98KB	fineweb-2
tim_Latn	74	19	93	62747	16110	78857	499.25KB	133.79KB	633.04KB	fineweb-2
atd_Latn	73	18	91	40721	10041	50762	322.82KB	42.44KB	365.26KB	fineweb-2
cpb_Latn	73	13	86	27467	4891	32358	353.36KB	77.90KB	431.25KB	fineweb-2
kvn_Latn	73	9	82	42397	5227	47624	428.44KB	78.30KB	506.75KB	fineweb-2
lsi_Latn	73	24	97	42987	14461	57448	286.00KB	98.30KB	384.30KB	fineweb-2, mala
mbc_Latn	73	9	82	54276	6691	60967	484.54KB	73.73KB	558.27KB	fineweb-2
mfy_Latn	73	9	82	17697	2181	19878	176.15KB	31.70KB	207.85KB	fineweb-2
upv_Latn	73	8	81	56445	6185	62630	382.69KB	36.17KB	418.86KB	fineweb-2
xed_Latn	73	14	87	55240	10594	65834	348.56KB	74.74KB	423.29KB	fineweb-2
ese_Latn	72	14	86	79108	15382	94490	625.30KB	122.25KB	747.55KB	fineweb-2
geb_Latn	72	17	89	80678	19049	99727	508.33KB	155.27KB	663.60KB	fineweb-2
hnn_Latn	72	12	84	47214	7869	55083	362.28KB	59.37KB	421.65KB	fineweb-2
kqf_Latn	72	15	87	22555	4698	27253	188.83KB	42.27KB	231.10KB	fineweb-2
lcm_Latn	72	19	91	76490	20184	96674	446.43KB	128.90KB	575.33KB	fineweb-2
mbh_Latn	72	18	90	90796	22699	113495	491.16KB	133.04KB	624.20KB	fineweb-2
mwn_Latn	72	8	80	31340	3482	34822	168.93KB	136.66KB	305.59KB	fineweb-2
tku_Latn	72	9	81	33647	4205	37852	360.30KB	72.92KB	433.22KB	fineweb-2
btd_Latn	71	9	80	36052	4570	40622	145.42KB	197.24KB	342.66KB	fineweb-2
gdg_Latn	71	15	86	38884	8215	47099	311.50KB	134.13KB	445.62KB	fineweb-2
nuj_Latn	71	19	90	29023	7766	36789	274.08KB	71.85KB	345.93KB	fineweb-2
rkb_Latn	71	16	87	64268	14483	78751	558.09KB	132.44KB	690.53KB	fineweb-2
rml_Latn	71	12	83	43608	7370	50978	326.88KB	74.14KB	401.01KB	fineweb-2
zas_Latn	71	16	87	47401	10682	58083	368.55KB	66.34KB	434.89KB	fineweb-2
iws_Latn	70	16	86	79349	18137	97486	643.68KB	126.74KB	770.42KB	fineweb-2
snn_Latn	70	11	81	60456	9500	69956	517.81KB	99.65KB	617.45KB	fineweb-2
myk_Latn	69	15	84	54457	9432	63889	302.40KB	59.90KB	362.30KB	fineweb-2, mala
tar_Latn	69	12	81	14110	2453	16563	140.57KB	33.18KB	173.74KB	fineweb-2
ttc_Latn	69	9	78	50722	6616	57338	337.06KB	63.46KB	400.52KB	fineweb-2
tue_Latn	69	11	80	33653	5365	39018	398.63KB	55.61KB	454.24KB	fineweb-2
urt_Latn	69	13	82	60669	11430	72099	413.91KB	85.09KB	499.00KB	fineweb-2
apu_Latn	68	17	85	39845	9961	49806	412.05KB	104.55KB	516.60KB	fineweb-2
luc_Latn	68	13	81	64796	12387	77183	522.56KB	101.10KB	623.66KB	fineweb-2
mio_Latn	68	13	81	58328	11150	69478	328.69KB	65.60KB	394.29KB	fineweb-2
mto_Latn	68	20	88	52615	15475	68090	488.74KB	186.77KB	675.50KB	fineweb-2
mwc_Latn	68	6	74	34434	3038	37472	258.14KB	20.58KB	278.72KB	fineweb-2
nou_Latn	68	17	85	74917	18729	93646	441.29KB	121.69KB	562.98KB	fineweb-2
kjg_Laoo	68	13	81	54111	10344	64455	842.09KB	146.58KB	988.67KB	mala
adz_Latn	67	11	78	62397	10244	72641	408.74KB	66.66KB	475.40KB	fineweb-2
apz_Latn	67	19	86	68690	19479	88169	621.91KB	184.48KB	806.38KB	fineweb-2
kyg_Latn	66	12	78	48912	8893	57805	443.73KB	78.88KB	522.61KB	fineweb-2
nyf_Latn	66	9	75	24397	3326	27723	167.53KB	82.61KB	250.13KB	fineweb-2
arl_Latn	65	18	83	46090	12763	58853	474.12KB	137.69KB	611.81KB	fineweb-2
beq_Latn	65	19	84	41899	12247	54146	324.62KB	75.06KB	399.68KB	fineweb-2
cpc_Latn	65	9	74	27220	3769	30989	335.18KB	66.66KB	401.83KB	fineweb-2
ncu_Latn	65	18	83	51596	14288	65884	405.17KB	96.28KB	501.46KB	fineweb-2
yrb_Latn	65	11	76	68840	11649	80489	474.52KB	71.79KB	546.31KB	fineweb-2
xmm_Latn	64	21	85	13279	4180	17459	124.09KB	49.18KB	173.28KB	fineweb-2, mala
ava_Latn	64	11	75	13812	2374	16186	140.79KB	67.22KB	208.01KB	mala
bkd_Latn	63	11	74	38820	6778	45598	253.76KB	50.33KB	304.08KB	fineweb-2
fub_Latn	63	12	75	25398	4713	30111	170.58KB	81.63KB	252.21KB	fineweb-2, mala
nko_Latn	63	7	70	37707	4189	41896	332.00KB	33.49KB	365.49KB	fineweb-2
rel_Latn	63	15	78	19387	4580	23967	151.12KB	114.10KB	265.22KB	fineweb-2, mala
toc_Latn	63	9	72	47656	6808	54464	531.84KB	80.38KB	612.21KB	fineweb-2
kqc_Latn	62	6	68	48656	4708	53364	320.18KB	17.93KB	338.11KB	fineweb-2
nsm_Latn	62	13	75	17247	3616	20863	189.14KB	38.42KB	227.56KB	fineweb-2
tew_Latn	62	16	78	38595	9960	48555	439.50KB	137.80KB	577.30KB	fineweb-2
wmt_Latn	62	10	72	20600	3322	23922	228.17KB	63.36KB	291.52KB	fineweb-2
gan_Latn	62	12	74	5101	987	6088	69.58KB	47.60KB	117.19KB	mala
apw_Latn	61	12	73	32182	6331	38513	363.90KB	68.22KB	432.12KB	fineweb-2
cut_Latn	61	19	80	46148	14374	60522	299.50KB	106.41KB	405.92KB	fineweb-2
kaq_Latn	61	5	66	32657	2676	35333	279.40KB	28.33KB	307.73KB	fineweb-2
faa_Latn	60	12	72	46378	9275	55653	385.83KB	98.06KB	483.89KB	fineweb-2
sxb_Latn	60	10	70	40722	6793	47515	340.72KB	38.58KB	379.30KB	fineweb-2, mala
amk_Latn	59	9	68	44829	6838	51667	324.59KB	43.82KB	368.40KB	fineweb-2
kgk_Latn	59	5	64	35961	3047	39008	302.83KB	25.02KB	327.84KB	fineweb-2
lif_Limb	59	15	74	32316	8216	40532	737.06KB	224.41KB	961.47KB	fineweb-2
ssd_Latn	59	11	70	48320	9008	57328	329.80KB	63.88KB	393.68KB	fineweb-2
bwd_Latn	58	7	65	27811	3356	31167	265.76KB	14.70KB	280.45KB	fineweb-2
hch_Latn	58	10	68	18612	3208	21820	245.46KB	32.44KB	277.91KB	fineweb-2
ace_Arab	57	15	72	38419	10110	48529	142.57KB	67.86KB	210.44KB	fineweb-2
bhg_Latn	57	6	63	51074	5376	56450	371.07KB	18.28KB	389.35KB	fineweb-2
lif_Deva	57	8	65	36964	5188	42152	928.33KB	247.50KB	1.15MB	fineweb-2
not_Latn	57	12	69	26147	5504	31651	285.44KB	87.22KB	372.66KB	fineweb-2
tna_Latn	57	9	66	45486	7182	52668	320.46KB	61.70KB	382.16KB	fineweb-2
zxx_Latn	57	13	70	62713	14303	77016	268.20KB	479.49KB	747.69KB	mala
wnu_Latn	56	6	62	56292	6031	62323	342.65KB	49.59KB	392.24KB	fineweb-2
aui_Latn	55	12	67	15654	3415	19069	137.60KB	47.93KB	185.53KB	fineweb-2
kkl_Latn	55	8	63	47378	6891	54269	354.21KB	74.59KB	428.80KB	fineweb-2
ood_Latn	55	17	72	13958	4314	18272	115.13KB	49.30KB	164.43KB	fineweb-2
zpt_Latn	55	11	66	42390	8478	50868	274.17KB	59.47KB	333.64KB	fineweb-2
nkf_Latn	54	23	77	26533	11301	37834	185.78KB	107.82KB	293.60KB	fineweb-2
zpo_Latn	54	19	73	44574	15683	60257	193.00KB	160.85KB	353.85KB	fineweb-2
ajg_Latn	53	17	70	19057	6112	25169	99.08KB	99.80KB	198.88KB	fineweb-2
crk_Latn	53	11	64	36964	7671	44635	323.01KB	118.93KB	441.94KB	fineweb-2
stn_Latn	53	12	65	5844	1323	7167	86.89KB	27.08KB	113.97KB	fineweb-2
tuf_Latn	53	9	62	37665	6396	44061	285.09KB	44.51KB	329.60KB	fineweb-2
zao_Latn	53	10	63	35070	6616	41686	225.39KB	29.51KB	254.90KB	fineweb-2
avt_Latn	52	14	66	56216	15135	71351	380.01KB	86.27KB	466.28KB	fineweb-2
azz_Latn	52	21	73	34775	14044	48819	342.81KB	81.35KB	424.16KB	fineweb-2
huu_Latn	52	10	62	31390	6036	37426	273.19KB	77.63KB	350.82KB	fineweb-2
wba_Latn	52	7	59	7468	1005	8473	82.30KB	23.63KB	105.93KB	fineweb-2
yaq_Latn	52	8	60	48951	7530	56481	364.34KB	60.51KB	424.84KB	fineweb-2
mnw_Latn	52	14	66	103647	27904	131551	658.08KB	519.94KB	1.15MB	mala
amf_Latn	51	10	61	16224	3181	19405	157.22KB	39.36KB	196.58KB	fineweb-2
ifu_Latn	51	12	63	37597	8846	46443	285.03KB	26.71KB	311.74KB	fineweb-2
ige_Latn	51	8	59	32289	5065	37354	283.75KB	27.66KB	311.41KB	fineweb-2
qxo_Latn	51	6	57	19915	2342	22257	237.71KB	26.87KB	264.58KB	fineweb-2
lez_Latn	51	8	59	7100	1113	8213	89.94KB	27.65KB	117.59KB	mala
bla_Latn	50	6	56	17068	2048	19116	197.32KB	76.55KB	273.87KB	fineweb-2
lln_Latn	50	10	60	49499	9899	59398	273.43KB	110.37KB	383.80KB	fineweb-2
nhx_Latn	50	9	59	19834	3628	23462	210.02KB	30.04KB	240.06KB	fineweb-2, mala
rgu_Latn	50	7	57	45030	6304	51334	288.77KB	53.41KB	342.18KB	fineweb-2
trq_Latn	50	12	62	56299	13511	69810	388.40KB	114.04KB	502.43KB	fineweb-2
njn_Latn	49	10	59	11896	2427	14323	112.84KB	27.34KB	140.18KB	fineweb-2
syb_Latn	49	9	58	34486	6334	40820	281.93KB	31.22KB	313.14KB	fineweb-2
mck_Latn	48	16	64	24832	8277	33109	177.09KB	128.25KB	305.34KB	fineweb-2
mit_Latn	48	12	60	31549	7887	39436	310.88KB	52.16KB	363.04KB	fineweb-2
pot_Latn	48	7	55	55509	8095	63604	286.09KB	291.47KB	577.55KB	fineweb-2
sey_Latn	48	8	56	26895	4482	31377	269.32KB	58.50KB	327.81KB	fineweb-2
ake_Latn	47	12	59	31721	8099	39820	262.47KB	52.82KB	315.29KB	fineweb-2
cbt_Latn	47	5	52	28068	2986	31054	322.66KB	35.99KB	358.65KB	fineweb-2
hra_Latn	47	7	54	2533	377	2910	45.13KB	7.14KB	52.27KB	fineweb-2
kdl_Latn	47	13	60	43108	11923	55031	234.13KB	77.67KB	311.79KB	fineweb-2
law_Latn	47	7	54	21760	3240	25000	224.18KB	32.26KB	256.44KB	fineweb-2
lbj_Tibt	47	5	52	25342	2695	28037	650.87KB	33.35KB	684.22KB	fineweb-2
mjc_Latn	47	9	56	37205	7124	44329	239.15KB	35.12KB	274.27KB	fineweb-2
pov_Latn	47	9	56	14077	2695	16772	106.35KB	30.71KB	137.06KB	fineweb-2
zdj_Latn	47	14	61	11156	3323	14479	102.44KB	36.18KB	138.62KB	fineweb-2
daf_Latn	46	7	53	13790	2098	15888	125.42KB	15.45KB	140.87KB	fineweb-2
nif_Latn	46	10	56	54758	11904	66662	462.11KB	92.60KB	554.71KB	fineweb-2
prf_Latn	46	9	55	31339	6131	37470	202.99KB	50.91KB	253.90KB	fineweb-2
zaa_Latn	46	13	59	46176	13050	59226	297.81KB	93.79KB	391.60KB	fineweb-2
atg_Latn	45	8	53	34149	6070	40219	218.43KB	45.19KB	263.62KB	fineweb-2
bco_Latn	45	15	60	36719	12239	48958	382.21KB	142.45KB	524.66KB	fineweb-2
bxh_Latn	45	10	55	14355	3190	17545	112.46KB	34.34KB	146.80KB	fineweb-2
fan_Latn	45	16	61	9704	3450	13154	61.00KB	54.22KB	115.22KB	fineweb-2
far_Latn	45	5	50	45720	5080	50800	255.21KB	32.50KB	287.71KB	fineweb-2
llb_Latn	45	22	67	13877	6784	20661	117.41KB	99.09KB	216.50KB	fineweb-2
nki_Latn	45	10	55	96166	21370	117536	133.65KB	908.38KB	1.02MB	fineweb-2
sil_Latn	45	17	62	28234	10666	38900	191.87KB	49.38KB	241.25KB	fineweb-2
drg_Latn	44	9	53	19570	4002	23572	139.67KB	47.33KB	186.99KB	fineweb-2
etr_Latn	44	12	56	40289	10988	51277	314.98KB	81.07KB	396.05KB	fineweb-2
ikw_Latn	44	8	52	26420	4803	31223	183.55KB	46.34KB	229.90KB	fineweb-2
miy_Latn	44	12	56	39420	10977	50397	350.62KB	88.87KB	439.49KB	fineweb-2, mala
mna_Latn	44	15	59	44217	15073	59290	278.67KB	91.16KB	369.83KB	fineweb-2
ngp_Latn	44	9	53	25353	5185	30538	200.72KB	42.72KB	243.44KB	fineweb-2
plw_Latn	44	10	54	33003	7500	40503	227.06KB	63.43KB	290.49KB	fineweb-2
qxl_Latn	44	12	56	19826	5407	25233	202.52KB	58.40KB	260.92KB	fineweb-2
yad_Latn	44	8	52	20446	3717	24163	239.49KB	47.21KB	286.70KB	fineweb-2
kqe_Latn	43	9	52	35106	7347	42453	238.00KB	47.21KB	285.20KB	fineweb-2
kyu_Latn	43	8	51	15200	2828	18028	107.61KB	57.48KB	165.09KB	fineweb-2
loq_Latn	43	9	52	32525	6807	39332	262.60KB	60.67KB	323.27KB	fineweb-2
mcb_Latn	43	8	51	15690	2919	18609	225.16KB	36.51KB	261.68KB	fineweb-2
mib_Latn	43	6	49	37816	5276	43092	228.09KB	51.11KB	279.20KB	fineweb-2
mlu_Latn	43	5	48	16365	1903	18268	113.02KB	20.79KB	133.81KB	fineweb-2
cnl_Latn	42	8	50	29651	5647	35298	320.48KB	51.42KB	371.90KB	fineweb-2
dhm_Latn	42	10	52	30447	7249	37696	218.81KB	55.76KB	274.57KB	fineweb-2
dru_Latn	42	11	53	10266	2688	12954	129.35KB	34.84KB	164.18KB	fineweb-2
maj_Latn	42	7	49	26063	4343	30406	217.63KB	45.56KB	263.19KB	fineweb-2
miz_Latn	42	8	50	36837	7016	43853	232.32KB	39.90KB	272.21KB	fineweb-2
mza_Latn	42	7	49	44566	7427	51993	232.88KB	67.48KB	300.36KB	fineweb-2
tav_Latn	42	5	47	46914	5585	52499	274.71KB	125.40KB	400.11KB	fineweb-2
tks_Arab	42	9	51	6893	1477	8370	61.87KB	31.48KB	93.34KB	mala
xsb_Latn	41	11	52	5993	1607	7600	70.92KB	36.25KB	107.17KB	fineweb-2
yka_Latn	41	7	48	35146	6000	41146	206.79KB	103.97KB	310.76KB	fineweb-2
anv_Latn	40	7	47	31004	5425	36429	213.11KB	61.61KB	274.72KB	fineweb-2
mcf_Latn	40	4	44	25059	2505	27564	237.10KB	29.56KB	266.66KB	fineweb-2
mir_Latn	40	7	47	26331	4608	30939	270.34KB	60.37KB	330.71KB	fineweb-2
smt_Latn	40	9	49	36642	6776	43418	181.49KB	131.55KB	313.04KB	fineweb-2, mala
wiu_Latn	40	17	57	30570	12992	43562	264.87KB	57.99KB	322.86KB	fineweb-2
mks_Latn	39	16	55	34711	14240	48951	246.53KB	111.92KB	358.45KB	fineweb-2
nhr_Latn	39	10	49	33356	8553	41909	211.63KB	67.03KB	278.66KB	fineweb-2
mgm_Latn	38	11	49	7276	1879	9155	58.87KB	19.95KB	78.82KB	fineweb-2, mala
boa_Latn	37	15	52	14652	5940	20592	195.55KB	75.39KB	270.94KB	fineweb-2
ign_Latn	37	10	47	18390	4970	23360	209.07KB	42.67KB	251.73KB	fineweb-2
yaa_Latn	37	6	43	24870	4032	28902	183.98KB	49.16KB	233.14KB	fineweb-2
apn_Latn	36	9	45	53025	13256	66281	329.92KB	73.51KB	403.43KB	fineweb-2
con_Latn	36	6	42	17212	2868	20080	165.84KB	38.47KB	204.31KB	fineweb-2
gyr_Latn	36	10	46	22289	6191	28480	167.71KB	62.85KB	230.55KB	fineweb-2
yan_Latn	36	6	42	17724	2954	20678	141.84KB	25.65KB	167.49KB	fineweb-2
zpi_Latn	36	18	54	18498	9249	27747	134.66KB	50.30KB	184.95KB	fineweb-2
ddg_Latn	35	20	55	10993	5694	16687	62.15KB	83.65KB	145.81KB	fineweb-2, mala
klt_Latn	35	11	46	31505	9901	41406	208.26KB	129.36KB	337.62KB	fineweb-2
twx_Latn	35	9	44	16817	4324	21141	114.40KB	70.62KB	185.02KB	fineweb-2
zae_Latn	35	8	43	26197	5988	32185	173.92KB	45.95KB	219.87KB	fineweb-2
cjk_Latn	34	10	44	9526	2802	12328	82.41KB	39.78KB	122.20KB	fineweb-2
dln_Latn	34	10	44	33224	9704	42928	168.07KB	85.93KB	254.00KB	fineweb-2, mala
ish_Latn	34	14	48	19516	8036	27552	132.53KB	68.26KB	200.79KB	fineweb-2
lcp_Thai	34	8	42	33035	7773	40808	381.94KB	100.21KB	482.15KB	fineweb-2
mbj_Latn	34	8	42	48190	11339	59529	194.20KB	153.07KB	347.27KB	fineweb-2
